airline.name,departure.airport,arrival.airport,day_of_week,month,departure_hour,scheduled_duration,is_delayed
182,155,250,3,4,13,140.0,0
102,162,319,3,4,13,165.0,0
182,162,319,3,4,13,165.0,0
116,188,125,3,4,13,70.0,0
116,161,317,3,4,14,170.0,0
180,161,317,3,4,14,170.0,0
182,155,359,3,4,13,180.0,0
181,73,359,3,4,13,165.0,0
222,38,126,3,4,13,125.0,0
69,38,126,3,4,13,125.0,0
68,38,126,3,4,13,125.0,0
182,38,120,3,4,13,190.0,0
182,38,50,3,4,13,155.0,0
128,38,126,3,4,13,140.0,0
68,38,126,3,4,13,140.0,0
102,38,126,3,4,13,140.0,0
34,279,61,3,4,13,80.0,0
129,227,343,3,4,13,85.0,0
222,227,250,3,4,13,170.0,0
182,227,250,3,4,13,170.0,0
181,227,324,3,4,13,95.0,0
179,227,324,3,4,13,95.0,0
222,227,126,3,4,13,150.0,0
182,227,126,3,4,13,150.0,0
19,227,151,3,4,13,175.0,0
203,227,151,3,4,13,175.0,0
67,227,151,3,4,13,175.0,0
181,227,151,3,4,13,175.0,0
182,227,120,3,4,13,140.0,0
67,227,126,3,4,13,175.0,0
222,227,126,3,4,13,175.0,0
202,204,349,3,4,13,110.0,1
116,408,251,3,4,12,270.0,0
127,170,161,3,4,10,80.0,0
116,170,368,3,4,9,85.0,0
167,353,37,3,4,14,80.0,1
167,53,363,3,4,16,130.0,0
52,307,185,3,4,11,190.0,1
157,319,257,3,4,13,100.0,0
87,160,332,3,4,6,160.0,0
222,376,151,3,4,13,120.0,0
127,376,151,3,4,13,120.0,0
140,376,151,3,4,13,120.0,0
67,376,151,3,4,13,120.0,0
64,376,151,3,4,13,120.0,0
68,376,151,3,4,13,120.0,0
203,193,196,3,4,14,145.0,0
67,193,196,3,4,14,145.0,0
19,193,196,3,4,14,145.0,0
181,193,196,3,4,14,145.0,0
181,193,129,3,4,14,155.0,0
203,193,129,3,4,14,155.0,0
67,193,129,3,4,14,155.0,0
19,193,129,3,4,14,155.0,0
203,193,358,3,4,14,105.0,0
67,193,358,3,4,14,105.0,0
19,193,358,3,4,14,105.0,0
181,193,358,3,4,14,105.0,0
202,106,342,3,4,12,75.0,0
202,106,131,3,4,11,85.0,1
227,59,42,3,4,0,38.0,0
213,400,343,3,4,11,75.0,0
227,271,241,3,4,0,137.0,0
103,308,365,3,4,7,241.0,0
168,121,313,3,4,7,150.0,0
149,121,313,3,4,7,150.0,0
108,121,313,3,4,7,150.0,0
20,347,318,3,4,14,125.0,0
203,347,317,3,4,14,100.0,0
67,347,317,3,4,14,100.0,0
19,347,317,3,4,14,100.0,0
181,347,317,3,4,14,100.0,0
19,347,60,3,4,14,175.0,0
203,347,60,3,4,14,175.0,0
222,73,358,3,4,13,115.0,0
69,73,358,3,4,13,115.0,0
182,73,358,3,4,13,115.0,0
20,369,358,3,4,13,110.0,0
75,272,62,3,4,0,182.0,0
75,33,62,3,4,0,112.0,0
222,371,189,3,4,13,145.0,0
182,371,189,3,4,13,145.0,0
182,371,60,3,4,13,140.0,0
181,371,317,3,4,13,130.0,0
66,371,317,3,4,13,130.0,0
222,371,317,3,4,13,130.0,0
68,371,317,3,4,13,130.0,0
19,371,317,3,4,13,130.0,0
182,371,317,3,4,13,130.0,0
179,371,151,3,4,13,165.0,0
19,371,151,3,4,13,165.0,0
191,163,17,3,4,3,270.0,0
182,371,93,3,4,14,90.0,0
9,236,362,3,4,0,250.0,0
23,403,225,3,4,15,95.0,0
83,403,225,3,4,15,95.0,0
59,403,225,3,4,15,95.0,0
65,403,225,3,4,15,95.0,0
37,403,225,3,4,15,95.0,0
183,403,225,3,4,15,95.0,0
37,403,225,3,4,15,95.0,0
66,403,225,3,4,15,95.0,0
65,403,225,3,4,15,95.0,0
83,403,225,3,4,15,95.0,0
23,403,225,3,4,15,95.0,0
167,403,94,3,4,14,75.0,0
52,247,185,3,4,12,185.0,0
97,397,330,3,4,11,180.0,0
182,155,126,3,4,13,130.0,0
182,155,60,3,4,13,130.0,0
184,199,45,3,4,9,40.0,0
52,380,185,3,4,12,60.0,0
68,368,320,3,4,13,145.0,0
102,368,320,3,4,13,145.0,0
182,368,320,3,4,13,145.0,0
66,368,320,3,4,13,145.0,0
127,368,320,3,4,13,145.0,0
67,368,320,3,4,13,145.0,0
181,368,27,3,4,13,140.0,0
179,368,27,3,4,13,140.0,0
182,368,120,3,4,13,140.0,0
211,412,64,3,4,11,55.0,0
179,37,314,3,4,13,190.0,0
42,37,314,3,4,13,190.0,0
185,341,39,3,4,6,90.0,0
208,55,52,3,4,6,65.0,0
16,401,261,3,4,11,120.0,0
50,401,261,3,4,11,120.0,0
128,401,261,3,4,11,120.0,0
66,316,324,3,4,11,110.0,1
222,316,324,3,4,11,110.0,1
127,316,324,3,4,11,110.0,1
67,316,324,3,4,11,110.0,1
64,316,324,3,4,11,110.0,1
68,316,324,3,4,11,110.0,1
181,376,126,3,4,13,150.0,0
179,376,126,3,4,13,150.0,0
222,376,189,3,4,13,95.0,0
182,376,120,3,4,13,155.0,0
123,295,251,3,4,13,160.0,0
123,137,251,3,4,13,120.0,0
61,360,75,3,4,12,85.0,0
202,106,55,3,4,11,75.0,0
167,61,37,3,4,15,135.0,0
144,39,99,3,4,6,88.0,0
69,298,28,3,4,14,130.0,0
68,298,28,3,4,14,130.0,0
129,298,120,3,4,14,130.0,0
222,298,120,3,4,14,130.0,0
222,298,320,3,4,14,150.0,0
203,80,151,3,4,13,135.0,0
67,80,151,3,4,13,135.0,0
19,80,151,3,4,13,135.0,0
181,80,151,3,4,13,135.0,0
222,80,317,3,4,13,150.0,0
127,80,317,3,4,13,150.0,0
67,80,317,3,4,13,150.0,0
42,144,150,3,4,12,75.0,1
28,72,62,3,4,3,84.0,0
116,161,245,3,4,13,115.0,0
67,369,324,3,4,13,195.0,0
64,369,324,3,4,13,195.0,0
68,369,324,3,4,13,195.0,0
127,369,251,3,4,13,235.0,0
19,369,251,3,4,13,235.0,0
203,369,324,3,4,12,190.0,0
66,369,324,3,4,12,190.0,0
182,369,324,3,4,12,190.0,0
68,369,324,3,4,12,190.0,0
134,272,157,3,4,1,281.0,0
220,259,249,3,4,7,130.0,0
211,62,80,3,4,11,55.0,0
97,365,98,3,4,7,85.0,0
87,160,332,3,4,6,160.0,0
197,115,332,3,4,6,150.0,0
57,250,154,3,4,3,92.0,0
115,202,360,3,4,13,85.0,0
66,15,28,3,4,11,120.0,0
182,38,126,3,4,13,140.0,0
66,38,126,3,4,13,140.0,0
127,38,126,3,4,13,140.0,0
168,168,79,3,4,7,80.0,0
147,110,26,3,4,7,155.0,0
140,227,126,3,4,13,175.0,0
64,227,126,3,4,13,175.0,0
68,227,126,3,4,13,175.0,0
182,227,320,3,4,13,135.0,0
68,227,28,3,4,13,190.0,0
102,227,28,3,4,13,190.0,0
182,227,28,3,4,13,190.0,0
66,227,28,3,4,13,190.0,0
127,227,28,3,4,13,190.0,0
67,227,28,3,4,13,190.0,0
222,227,317,3,4,13,175.0,1
127,227,317,3,4,13,175.0,1
182,227,317,3,4,13,175.0,1
54,170,368,3,4,9,85.0,0
172,186,184,3,4,12,50.0,0
183,53,344,3,4,16,95.0,0
68,53,225,3,4,16,150.0,0
23,53,225,3,4,16,150.0,0
59,53,225,3,4,16,150.0,0
111,53,225,3,4,16,150.0,0
83,53,225,3,4,16,150.0,0
183,53,344,3,4,16,95.0,0
167,53,41,3,4,14,60.0,0
167,53,291,3,4,14,75.0,0
167,53,299,3,4,14,85.0,0
19,73,151,3,4,12,165.0,0
203,73,151,3,4,12,165.0,0
67,73,151,3,4,12,165.0,0
181,73,151,3,4,12,165.0,0
202,380,76,3,4,12,90.0,0
202,106,248,3,4,11,75.0,0
182,157,120,3,4,16,85.0,0
23,37,67,3,4,15,70.0,0
141,37,67,3,4,15,70.0,0
182,73,67,3,4,13,190.0,0
86,369,67,3,4,14,110.0,0
66,268,37,3,4,15,140.0,0
23,268,37,3,4,15,140.0,0
111,268,37,3,4,15,140.0,0
83,268,37,3,4,15,140.0,0
183,268,344,3,4,15,85.0,0
37,268,344,3,4,15,85.0,0
83,268,344,3,4,15,85.0,0
23,268,344,3,4,15,85.0,0
183,268,37,3,4,15,130.0,0
37,268,344,3,4,15,85.0,0
23,268,344,3,4,15,85.0,0
111,268,344,3,4,15,85.0,0
166,203,280,3,4,18,75.0,0
56,208,365,3,4,6,155.0,0
181,450,27,3,4,13,175.0,0
179,450,27,3,4,13,175.0,0
17,450,27,3,4,13,175.0,0
222,450,387,3,4,13,175.0,0
213,113,343,3,4,11,80.0,0
181,451,314,3,4,13,230.0,0
127,451,317,3,4,13,130.0,0
222,451,317,3,4,13,130.0,0
86,451,28,3,4,13,120.0,0
222,451,28,3,4,13,120.0,0
69,451,28,3,4,13,120.0,0
182,451,120,3,4,13,175.0,0
222,451,189,3,4,12,155.0,0
67,451,189,3,4,12,155.0,0
222,451,386,3,4,12,170.0,0
182,451,386,3,4,12,170.0,0
66,451,314,3,4,12,240.0,0
203,451,189,3,4,12,140.0,0
19,451,189,3,4,12,140.0,0
181,451,189,3,4,12,140.0,0
181,451,318,3,4,12,150.0,0
179,451,318,3,4,12,150.0,0
23,451,318,3,4,12,150.0,0
127,451,318,3,4,12,150.0,0
181,451,27,3,4,12,135.0,0
179,451,27,3,4,12,135.0,0
23,451,27,3,4,12,135.0,0
105,278,266,3,4,13,55.0,0
109,35,263,3,4,6,111.0,0
31,39,310,3,4,12,170.0,0
227,339,381,3,4,15,36.0,0
67,347,60,3,4,14,175.0,0
181,347,60,3,4,14,175.0,0
203,347,129,3,4,13,150.0,0
67,347,129,3,4,13,150.0,0
19,347,129,3,4,13,150.0,0
181,347,129,3,4,13,150.0,0
222,347,358,3,4,13,135.0,0
179,347,125,3,4,13,250.0,0
19,347,125,3,4,13,250.0,0
86,369,358,3,4,13,110.0,0
128,369,358,3,4,13,110.0,0
127,369,358,3,4,13,110.0,0
182,416,386,3,4,14,110.0,0
182,416,189,3,4,14,130.0,0
182,371,126,3,4,13,140.0,0
86,371,318,3,4,13,145.0,0
166,371,318,3,4,13,145.0,0
77,371,318,3,4,13,145.0,0
222,371,318,3,4,13,145.0,0
127,371,318,3,4,13,145.0,0
182,371,317,3,4,13,140.0,0
181,371,27,3,4,13,195.0,0
208,371,27,3,4,13,195.0,0
181,371,324,3,4,12,150.0,1
179,371,317,3,4,12,150.0,0
182,376,189,3,4,13,95.0,0
80,50,16,3,4,9,90.0,0
86,50,16,3,4,9,90.0,0
227,402,383,3,4,14,21.0,0
52,396,182,3,4,12,155.0,0
86,369,93,3,4,13,200.0,0
128,369,93,3,4,13,200.0,0
127,369,93,3,4,13,200.0,0
222,369,93,3,4,13,200.0,0
181,376,93,3,4,13,155.0,0
179,376,93,3,4,13,155.0,0
131,376,93,3,4,13,155.0,0
140,376,93,3,4,13,155.0,0
64,376,93,3,4,13,155.0,0
19,376,93,3,4,13,155.0,0
123,295,251,3,4,12,160.0,1
4,299,54,3,4,13,145.0,0
123,299,246,3,4,13,190.0,0
167,422,344,3,4,14,110.0,0
167,84,344,3,4,13,85.0,0
111,403,225,3,4,15,95.0,0
227,212,226,3,4,15,50.0,0
186,441,253,3,4,16,50.0,0
12,0,357,3,4,8,350.0,0
208,161,101,3,4,15,115.0,0
116,79,101,3,4,13,155.0,0
123,299,101,3,4,13,135.0,0
138,443,44,3,4,13,80.0,1
72,29,145,3,4,8,130.0,1
140,369,324,3,4,12,190.0,0
54,369,93,3,4,12,200.0,0
203,369,294,3,4,12,95.0,0
67,369,294,3,4,12,95.0,0
19,369,294,3,4,12,95.0,0
181,369,294,3,4,12,95.0,0
20,369,189,3,4,12,200.0,1
86,369,189,3,4,12,200.0,1
222,369,189,3,4,12,200.0,1
181,369,60,3,4,12,170.0,1
179,369,60,3,4,12,170.0,1
23,369,60,3,4,12,170.0,1
194,369,60,3,4,12,170.0,1
116,369,125,3,4,12,230.0,0
66,369,125,3,4,12,230.0,0
87,395,332,3,4,6,120.0,0
85,134,313,3,4,7,70.0,0
17,134,313,3,4,7,70.0,0
227,448,20,3,4,15,32.0,0
116,317,125,3,4,13,105.0,0
116,410,125,3,4,13,80.0,0
116,137,125,3,4,12,105.0,0
116,294,125,3,4,12,100.0,0
116,202,125,3,4,12,100.0,0
116,161,18,3,4,13,75.0,0
117,161,180,3,4,13,65.0,0
116,161,351,3,4,13,80.0,0
61,93,143,3,4,12,85.0,0
11,163,368,3,4,7,132.0,0
148,291,220,3,4,10,80.0,0
94,12,323,3,4,10,85.0,0
159,67,327,3,4,0,50.0,1
78,401,179,3,4,12,65.0,0
16,380,355,3,4,13,75.0,1
97,380,355,3,4,13,75.0,1
86,380,355,3,4,13,75.0,1
182,155,28,3,4,13,185.0,0
77,155,318,3,4,13,160.0,0
66,155,318,3,4,13,160.0,0
182,155,317,3,4,13,145.0,0
182,155,387,3,4,13,160.0,0
182,155,283,3,4,12,165.0,0
182,155,294,3,4,12,185.0,0
181,155,151,3,4,12,160.0,0
203,155,151,3,4,12,160.0,0
67,155,151,3,4,12,160.0,0
19,155,151,3,4,12,160.0,0
86,155,28,3,4,12,180.0,0
222,155,28,3,4,12,180.0,0
69,155,28,3,4,12,180.0,0
214,155,355,3,4,12,115.0,0
182,155,355,3,4,12,115.0,0
182,155,328,3,4,12,245.0,0
181,155,27,3,4,12,200.0,0
208,155,27,3,4,12,200.0,0
17,155,27,3,4,12,200.0,0
182,155,151,3,4,12,165.0,0
66,155,317,3,4,12,140.0,0
66,162,319,3,4,13,165.0,0
67,162,319,3,4,13,165.0,0
66,369,319,3,4,14,145.0,0
67,193,319,3,4,14,105.0,0
127,368,189,3,4,13,195.0,0
222,368,189,3,4,13,195.0,0
182,368,189,3,4,13,195.0,0
19,368,125,3,4,13,250.0,0
222,368,27,3,4,13,135.0,0
181,368,27,3,4,13,150.0,0
208,368,27,3,4,13,150.0,0
179,368,27,3,4,13,150.0,0
90,412,343,3,4,13,90.0,0
208,390,57,3,4,6,107.0,0
52,221,278,3,4,12,60.0,0
19,162,350,3,4,14,140.0,0
203,162,350,3,4,14,140.0,0
67,162,350,3,4,14,140.0,0
181,162,350,3,4,14,140.0,0
222,298,350,3,4,14,135.0,0
66,409,51,3,4,9,125.0,1
174,207,11,3,4,6,140.0,0
94,24,13,3,4,10,105.0,0
94,24,191,3,4,10,30.0,0
208,56,375,3,4,6,84.0,0
42,401,283,3,4,13,90.0,0
167,102,225,3,4,13,70.0,0
182,162,129,3,4,12,195.0,0
182,162,120,3,4,12,140.0,0
222,162,120,3,4,12,130.0,1
129,162,120,3,4,12,130.0,1
182,162,120,3,4,12,130.0,1
182,162,28,3,4,12,140.0,0
208,139,57,3,4,5,63.0,0
129,227,120,3,4,12,135.0,0
222,227,120,3,4,12,135.0,0
182,227,120,3,4,12,135.0,0
181,227,27,3,4,12,220.0,0
179,227,27,3,4,12,220.0,0
222,227,60,3,4,12,100.0,0
67,227,60,3,4,12,100.0,0
182,227,60,3,4,12,100.0,0
182,155,316,3,4,12,125.0,0
208,358,109,3,4,5,68.0,0
202,106,170,3,4,11,65.0,0
152,301,37,3,4,15,155.0,1
167,424,37,3,4,15,115.0,0
111,403,37,3,4,15,90.0,1
21,53,344,3,4,16,95.0,0
66,53,344,3,4,16,100.0,0
65,53,344,3,4,16,100.0,0
39,53,344,3,4,16,100.0,0
37,53,344,3,4,16,100.0,0
23,53,344,3,4,16,100.0,0
167,53,111,3,4,15,70.0,0
167,176,225,3,4,14,85.0,0
19,311,120,3,4,13,175.0,0
208,285,375,3,4,6,66.0,0
208,125,71,3,4,6,55.0,0
208,354,255,3,4,7,81.0,0
227,92,301,3,4,14,45.0,0
208,334,57,3,4,6,80.0,0
208,334,255,3,4,6,111.0,0
75,334,62,3,4,0,83.0,0
208,45,71,3,4,5,115.0,0
52,222,185,3,4,10,240.0,0
208,142,109,3,4,6,126.0,0
202,106,55,3,4,11,75.0,1
34,81,238,3,4,13,85.0,1
123,81,101,3,4,13,90.0,0
167,98,12,3,4,14,130.0,0
68,155,102,3,4,13,95.0,0
102,155,102,3,4,13,95.0,0
182,155,102,3,4,13,95.0,0
66,155,102,3,4,13,95.0,0
127,155,102,3,4,13,95.0,0
67,155,102,3,4,13,95.0,0
182,80,319,3,4,13,190.0,0
54,369,49,3,4,12,180.0,0
182,451,49,3,4,12,175.0,0
66,369,49,3,4,12,160.0,1
182,155,392,3,4,14,140.0,0
183,380,355,3,4,13,75.0,1
16,380,261,3,4,13,150.0,0
97,380,261,3,4,13,150.0,0
183,380,261,3,4,13,150.0,0
183,380,343,3,4,12,95.0,0
216,380,343,3,4,12,90.0,0
23,37,49,3,4,13,115.0,1
127,37,317,3,4,13,125.0,0
222,37,317,3,4,13,125.0,0
182,37,317,3,4,13,125.0,0
181,37,60,3,4,13,165.0,0
179,37,60,3,4,13,165.0,0
181,37,324,3,4,13,180.0,0
181,37,50,3,4,13,165.0,0
23,37,50,3,4,13,165.0,0
181,37,320,3,4,13,205.0,0
34,37,125,3,4,12,280.0,0
203,37,102,3,4,12,165.0,0
67,37,102,3,4,12,165.0,0
19,37,102,3,4,12,165.0,0
67,298,350,3,4,14,135.0,0
222,368,350,3,4,13,145.0,0
123,299,159,3,4,12,125.0,0
115,137,159,3,4,12,50.0,0
61,132,312,3,4,11,70.0,1
167,53,363,3,4,14,130.0,0
167,424,344,3,4,14,165.0,0
35,255,37,3,4,15,90.0,0
67,38,126,3,4,13,140.0,0
128,38,386,3,4,13,165.0,0
68,38,386,3,4,13,165.0,0
102,38,386,3,4,13,165.0,0
182,38,386,3,4,13,165.0,0
66,38,386,3,4,13,165.0,0
127,38,386,3,4,13,165.0,0
67,38,386,3,4,13,165.0,0
182,38,60,3,4,13,170.0,0
182,38,93,3,4,13,230.0,0
222,38,318,3,4,13,135.0,0
69,38,318,3,4,13,135.0,0
68,38,318,3,4,13,135.0,0
177,38,318,3,4,13,135.0,0
166,38,318,3,4,13,135.0,0
86,38,318,3,4,13,135.0,0
77,38,318,3,4,13,135.0,0
182,38,324,3,4,13,180.0,0
86,38,387,3,4,13,135.0,0
222,38,387,3,4,13,135.0,0
69,38,387,3,4,13,135.0,0
182,38,320,3,4,13,205.0,0
182,38,387,3,4,12,135.0,0
203,38,324,3,4,12,170.0,0
66,38,324,3,4,12,170.0,0
182,38,324,3,4,12,170.0,0
140,38,324,3,4,12,170.0,0
86,38,126,3,4,12,120.0,0
222,38,126,3,4,12,120.0,0
69,38,126,3,4,12,120.0,0
68,38,126,3,4,12,120.0,0
182,38,120,3,4,12,190.0,0
222,368,359,3,4,14,120.0,0
181,162,359,3,4,13,135.0,0
189,83,232,3,4,0,145.0,0
196,170,313,3,4,8,95.0,0
116,170,313,3,4,8,95.0,0
108,170,313,3,4,8,95.0,0
59,170,313,3,4,8,95.0,0
188,170,132,3,4,8,70.0,0
202,167,76,3,4,10,90.0,0
66,73,388,3,4,13,110.0,0
222,73,388,3,4,13,110.0,0
127,73,388,3,4,13,110.0,0
140,73,388,3,4,13,110.0,0
64,73,388,3,4,13,110.0,0
68,73,388,3,4,13,110.0,0
181,376,388,3,4,14,85.0,0
179,193,320,3,4,13,175.0,0
19,193,320,3,4,13,175.0,0
68,193,386,3,4,13,130.0,0
102,193,386,3,4,13,130.0,0
182,193,386,3,4,13,130.0,0
67,193,386,3,4,13,130.0,0
219,52,105,3,4,6,60.0,0
194,465,124,3,4,8,90.0,0
44,315,391,3,4,13,140.0,0
128,369,67,3,4,14,110.0,0
166,369,67,3,4,14,110.0,0
222,369,67,3,4,14,110.0,0
203,450,189,3,4,13,160.0,0
19,450,189,3,4,13,160.0,0
181,450,189,3,4,13,160.0,0
203,450,324,3,4,13,175.0,0
66,450,324,3,4,13,175.0,0
140,450,324,3,4,13,175.0,0
68,450,324,3,4,13,175.0,0
182,450,324,3,4,13,175.0,0
68,450,317,3,4,13,105.0,0
102,450,317,3,4,13,105.0,0
182,450,317,3,4,13,105.0,0
66,450,317,3,4,13,105.0,0
127,450,317,3,4,13,105.0,0
67,450,317,3,4,13,105.0,0
102,450,387,3,4,12,175.0,1
127,450,387,3,4,12,175.0,1
67,450,387,3,4,12,175.0,1
188,268,344,3,4,15,85.0,0
83,268,344,3,4,15,85.0,0
65,268,344,3,4,15,85.0,0
111,268,37,3,4,15,135.0,0
183,268,344,3,4,15,85.0,0
183,268,344,3,4,14,85.0,0
37,268,344,3,4,14,85.0,0
39,268,344,3,4,14,85.0,0
23,268,344,3,4,14,85.0,0
83,268,344,3,4,14,85.0,0
111,268,344,3,4,14,85.0,0
206,414,343,3,4,9,80.0,0
82,414,343,3,4,9,80.0,0
161,117,90,3,4,13,22.0,0
90,401,355,3,4,11,90.0,1
16,401,355,3,4,11,105.0,0
50,401,355,3,4,11,105.0,0
128,401,355,3,4,11,105.0,0
182,401,120,3,4,11,230.0,0
50,401,328,3,4,11,195.0,1
17,401,328,3,4,11,195.0,1
183,401,328,3,4,10,210.0,1
213,401,65,3,4,10,105.0,1
208,150,255,3,4,6,84.0,0
164,415,234,3,4,2,85.0,0
140,316,387,3,4,11,140.0,0
64,316,387,3,4,11,140.0,0
179,316,387,3,4,11,140.0,0
181,316,387,3,4,11,140.0,0
19,316,387,3,4,11,140.0,0
116,161,246,3,4,11,170.0,1
116,295,125,3,4,12,140.0,0
162,309,347,3,4,11,90.0,0
128,38,152,3,4,14,155.0,0
102,38,152,3,4,14,155.0,0
66,38,152,3,4,14,155.0,0
127,38,152,3,4,14,155.0,0
140,376,317,3,4,12,155.0,0
179,376,317,3,4,12,155.0,0
64,376,317,3,4,12,155.0,0
181,376,317,3,4,12,155.0,0
19,376,317,3,4,12,155.0,0
181,376,359,3,4,12,165.0,0
181,376,27,3,4,12,160.0,1
208,376,27,3,4,12,160.0,1
86,376,28,3,4,12,155.0,0
222,376,28,3,4,12,155.0,0
69,376,28,3,4,12,155.0,0
182,376,28,3,4,12,155.0,0
68,376,28,3,4,12,155.0,0
181,376,318,3,4,12,185.0,0
179,376,318,3,4,12,185.0,0
23,376,318,3,4,12,185.0,0
182,376,28,3,4,12,165.0,0
57,250,201,3,4,3,99.0,0
116,79,125,3,4,12,100.0,0
182,371,28,3,4,12,190.0,0
182,371,387,3,4,12,170.0,0
67,80,50,3,4,13,90.0,0
66,80,50,3,4,13,90.0,0
222,80,50,3,4,13,90.0,0
64,80,50,3,4,13,90.0,0
68,80,50,3,4,13,90.0,0
167,88,344,3,4,13,65.0,0
186,441,385,3,4,15,30.0,0
208,91,109,3,4,5,71.0,0
208,195,57,3,4,6,111.0,0
140,369,129,3,4,11,190.0,0
102,369,129,3,4,11,190.0,0
182,369,129,3,4,11,190.0,0
127,369,129,3,4,11,190.0,0
67,369,129,3,4,11,190.0,0
29,434,97,3,4,8,90.0,1
61,364,216,3,4,13,65.0,1
111,225,36,3,4,9,50.0,0
71,115,332,3,4,5,145.0,0
71,395,332,3,4,5,125.0,0
208,305,53,3,4,7,128.0,0
130,366,251,3,4,13,150.0,0
155,216,283,3,4,14,60.0,0
206,216,283,3,4,14,60.0,0
201,216,283,3,4,14,60.0,0
182,306,28,3,4,12,225.0,0
167,53,48,3,4,15,110.0,0
167,1,290,3,4,13,55.0,0
52,221,283,3,4,12,30.0,0
127,368,50,3,4,13,110.0,0
222,368,50,3,4,13,110.0,0
203,368,294,3,4,13,105.0,0
67,368,294,3,4,13,105.0,0
19,368,294,3,4,13,105.0,0
181,368,294,3,4,13,105.0,0
127,368,386,3,4,13,105.0,0
222,368,386,3,4,13,105.0,0
127,368,27,3,4,13,130.0,0
222,368,27,3,4,13,130.0,0
182,368,27,3,4,13,130.0,0
203,368,324,3,4,13,190.0,0
66,368,324,3,4,13,190.0,0
182,368,324,3,4,13,190.0,0
68,368,324,3,4,13,190.0,0
140,368,324,3,4,13,190.0,0
66,368,320,3,4,12,155.0,0
182,369,129,3,4,11,175.0,0
203,73,129,3,4,10,230.0,0
181,73,129,3,4,10,230.0,0
211,89,355,3,4,10,65.0,0
19,164,151,3,4,14,135.0,0
140,164,151,3,4,14,125.0,0
68,164,151,3,4,14,125.0,0
102,164,151,3,4,14,125.0,0
182,164,151,3,4,14,125.0,0
67,164,151,3,4,14,125.0,0
36,177,160,3,4,0,35.0,0
116,161,59,3,4,13,95.0,0
116,161,186,3,4,12,105.0,0
116,161,101,3,4,12,110.0,1
116,161,361,3,4,12,75.0,0
82,401,283,3,4,13,90.0,0
99,401,283,3,4,13,90.0,0
115,202,268,3,4,12,90.0,1
222,162,189,3,4,12,190.0,0
182,162,189,3,4,12,190.0,0
140,162,120,3,4,12,135.0,0
68,162,120,3,4,12,135.0,0
102,162,120,3,4,12,135.0,0
182,162,120,3,4,12,135.0,0
66,162,120,3,4,12,135.0,0
127,162,120,3,4,12,135.0,0
67,162,120,3,4,12,135.0,0
67,162,387,3,4,12,145.0,1
106,162,387,3,4,12,145.0,1
182,162,49,3,4,11,190.0,0
222,162,387,3,4,11,160.0,0
182,162,387,3,4,11,160.0,0
67,162,387,3,4,11,160.0,0
65,403,37,3,4,15,95.0,1
37,403,37,3,4,15,95.0,1
66,403,37,3,4,15,95.0,1
83,403,37,3,4,15,95.0,1
23,403,37,3,4,15,95.0,1
83,53,344,3,4,16,100.0,0
111,53,344,3,4,16,100.0,0
183,53,225,3,4,15,145.0,0
66,53,225,3,4,15,150.0,0
23,53,225,3,4,15,150.0,0
111,53,225,3,4,15,150.0,0
24,53,225,3,4,15,150.0,0
83,53,225,3,4,15,150.0,0
83,53,344,3,4,15,100.0,0
65,53,344,3,4,15,100.0,0
37,53,344,3,4,15,100.0,0
23,53,344,3,4,15,100.0,0
151,53,239,3,4,15,83.0,1
35,53,299,3,4,15,80.0,0
167,53,215,3,4,14,105.0,0
181,369,67,3,4,14,110.0,0
66,369,67,3,4,14,110.0,0
68,369,67,3,4,14,110.0,0
182,369,67,3,4,14,110.0,0
190,300,165,3,4,1,89.0,0
203,193,102,3,4,12,125.0,0
67,193,102,3,4,12,125.0,0
19,193,102,3,4,12,125.0,0
181,193,102,3,4,12,125.0,0
140,193,387,3,4,12,110.0,0
64,193,387,3,4,12,110.0,0
179,193,387,3,4,12,110.0,0
181,193,387,3,4,12,110.0,0
19,193,387,3,4,12,110.0,0
181,401,189,3,4,10,195.0,0
50,401,318,3,4,10,315.0,0
102,69,93,3,4,14,160.0,0
140,69,93,3,4,14,160.0,0
67,69,93,3,4,14,160.0,0
68,69,93,3,4,14,160.0,0
182,69,93,3,4,14,160.0,0
140,69,196,3,4,14,145.0,0
77,69,318,3,4,14,125.0,0
66,69,318,3,4,14,125.0,0
68,69,386,3,4,14,95.0,0
102,69,386,3,4,14,95.0,0
182,69,386,3,4,14,95.0,0
66,69,386,3,4,14,95.0,0
67,69,386,3,4,14,95.0,0
182,69,189,3,4,14,125.0,0
68,69,189,3,4,14,125.0,0
140,69,189,3,4,14,125.0,0
203,69,189,3,4,14,125.0,0
181,69,27,3,4,14,150.0,0
23,69,27,3,4,14,150.0,0
208,445,57,3,4,6,91.0,0
179,73,250,3,4,11,145.0,0
127,73,250,3,4,11,145.0,0
222,298,50,3,4,13,95.0,1
222,298,386,3,4,13,115.0,0
67,298,60,3,4,13,130.0,1
169,298,60,3,4,13,130.0,1
66,298,60,3,4,13,130.0,1
222,298,60,3,4,13,130.0,1
68,298,60,3,4,13,130.0,1
208,382,71,3,4,6,53.0,0
182,69,204,3,4,15,95.0,0
116,188,125,3,4,12,75.0,0
140,34,60,3,4,10,110.0,0
64,34,60,3,4,10,110.0,0
179,34,60,3,4,10,110.0,0
181,34,60,3,4,10,110.0,0
19,34,60,3,4,10,110.0,0
66,80,320,3,4,13,135.0,0
222,80,320,3,4,13,135.0,0
127,80,320,3,4,13,135.0,0
