airline.name,departure.airport,arrival.airport,day_of_week,month,departure_hour,scheduled_duration,is_delayed
52,221,182,3,4,14,150.0,0
127,368,294,3,4,15,90.0,0
222,368,294,3,4,15,90.0,0
181,368,50,3,4,14,115.0,0
66,368,50,3,4,14,115.0,0
222,368,50,3,4,14,115.0,0
68,368,50,3,4,14,115.0,0
19,368,50,3,4,14,115.0,0
182,368,50,3,4,14,115.0,0
208,392,71,3,4,6,120.0,0
181,37,358,3,4,14,135.0,0
208,37,358,3,4,14,135.0,0
23,37,358,3,4,14,135.0,0
141,37,358,3,4,14,135.0,0
17,37,358,3,4,14,135.0,0
181,37,126,3,4,14,135.0,0
208,37,126,3,4,14,135.0,0
179,37,126,3,4,14,135.0,0
82,37,126,3,4,14,135.0,0
141,37,126,3,4,14,135.0,0
181,37,317,3,4,14,145.0,0
179,37,317,3,4,14,145.0,0
141,37,317,3,4,14,145.0,0
208,265,71,3,4,8,95.0,0
116,420,125,3,4,14,80.0,0
116,204,125,3,4,14,80.0,0
116,263,125,3,4,14,90.0,0
116,161,147,3,4,14,65.0,0
86,38,358,3,4,14,125.0,0
222,38,358,3,4,14,125.0,0
69,38,358,3,4,14,125.0,0
86,38,50,3,4,14,155.0,0
222,38,50,3,4,14,155.0,0
69,38,50,3,4,14,155.0,0
115,461,159,3,4,13,85.0,1
179,227,320,3,4,14,130.0,0
19,227,320,3,4,14,130.0,0
167,122,37,3,4,16,80.0,0
167,145,37,3,4,17,65.0,0
208,111,57,3,4,7,115.0,0
208,78,242,3,4,7,133.0,0
208,78,73,3,4,7,156.0,0
181,451,317,3,4,14,150.0,0
66,451,317,3,4,14,150.0,0
222,451,317,3,4,14,150.0,0
68,451,317,3,4,14,150.0,0
19,451,317,3,4,14,150.0,0
182,451,317,3,4,14,150.0,0
88,322,352,3,4,2,40.0,0
86,35,39,3,4,7,145.0,0
8,35,39,3,4,7,145.0,0
208,389,305,3,4,6,148.0,0
123,299,59,3,4,14,115.0,0
177,7,173,3,4,10,60.0,0
177,211,7,3,4,8,65.0,0
116,137,125,3,4,14,110.0,0
123,137,59,3,4,14,150.0,0
202,76,76,3,4,13,75.0,0
202,76,367,3,4,13,85.0,0
167,179,44,3,4,15,105.0,0
208,195,57,3,4,7,113.0,0
85,134,98,3,4,8,55.0,0
17,134,98,3,4,8,55.0,0
208,134,132,3,4,8,40.0,0
34,134,132,3,4,8,40.0,0
208,134,167,3,4,8,85.0,0
34,134,167,3,4,8,85.0,0
116,369,164,3,4,13,200.0,0
116,81,251,3,4,14,75.0,0
140,316,60,3,4,12,125.0,0
64,316,60,3,4,12,125.0,0
179,316,60,3,4,12,125.0,0
181,316,60,3,4,12,125.0,0
19,316,60,3,4,12,125.0,0
182,80,28,3,4,14,145.0,0
75,435,203,3,4,7,30.0,1
208,9,57,3,4,8,66.0,0
78,258,348,3,4,13,50.0,0
198,365,181,3,4,15,290.0,0
1,365,97,3,4,8,70.0,0
121,365,132,3,4,7,25.0,0
168,365,132,3,4,7,25.0,0
39,365,132,3,4,7,25.0,0
111,365,52,3,4,7,80.0,0
214,365,52,3,4,7,80.0,0
66,365,52,3,4,7,80.0,0
129,365,52,3,4,7,80.0,0
97,365,52,3,4,7,80.0,0
77,365,52,3,4,7,80.0,0
20,365,52,3,4,7,80.0,0
111,365,132,3,4,7,15.0,1
215,365,132,3,4,7,15.0,1
208,305,40,3,4,8,94.0,0
219,426,14,3,4,7,40.0,0
227,120,304,3,4,0,193.0,0
52,333,185,3,4,13,150.0,0
167,53,135,3,4,15,55.0,0
182,162,120,3,4,14,140.0,0
171,344,232,3,4,2,151.0,0
43,272,262,3,4,1,29.0,0
213,167,343,3,4,13,90.0,0
213,333,343,3,4,12,90.0,1
67,73,151,3,4,13,145.0,0
203,73,151,3,4,13,145.0,0
19,73,151,3,4,13,145.0,0
181,73,151,3,4,13,145.0,0
99,401,138,3,4,12,245.0,0
168,401,138,3,4,12,245.0,0
50,401,138,3,4,12,245.0,0
143,401,138,3,4,12,245.0,0
89,401,138,3,4,12,245.0,0
39,401,138,3,4,12,245.0,0
79,143,300,3,4,9,120.0,0
183,268,37,3,4,16,130.0,0
35,353,37,3,4,17,70.0,0
140,451,126,3,4,14,145.0,0
68,451,126,3,4,14,145.0,0
102,451,126,3,4,14,145.0,0
182,451,126,3,4,14,145.0,0
66,451,126,3,4,14,145.0,0
127,451,126,3,4,14,145.0,0
67,451,126,3,4,14,145.0,0
106,451,27,3,4,14,150.0,0
222,451,294,3,4,14,125.0,0
182,451,294,3,4,14,125.0,0
140,451,50,3,4,14,110.0,0
67,451,50,3,4,14,110.0,0
179,451,120,3,4,14,165.0,0
19,451,120,3,4,14,165.0,0
222,451,317,3,4,14,145.0,0
127,451,317,3,4,14,145.0,0
227,437,78,3,4,16,103.0,0
115,321,159,3,4,14,80.0,1
227,16,270,3,4,0,53.0,0
214,35,98,3,4,7,155.0,0
86,35,98,3,4,7,155.0,0
8,35,98,3,4,7,155.0,0
193,54,29,3,4,9,88.0,0
0,151,62,3,4,3,131.0,0
34,121,98,3,4,7,125.0,0
19,121,98,3,4,7,125.0,0
17,121,98,3,4,7,125.0,0
1,121,98,3,4,7,125.0,0
149,121,167,3,4,7,180.0,0
108,121,167,3,4,7,180.0,0
122,121,274,3,4,7,72.0,0
222,73,294,3,4,13,160.0,0
69,73,294,3,4,13,160.0,0
182,73,294,3,4,13,160.0,0
181,347,317,3,4,15,100.0,0
203,347,317,3,4,15,100.0,0
67,347,317,3,4,15,100.0,0
19,347,317,3,4,15,100.0,0
88,241,46,3,4,1,98.0,0
167,340,344,3,4,15,75.0,0
167,88,344,3,4,15,65.0,0
83,403,37,3,4,16,95.0,1
111,403,37,3,4,16,95.0,1
37,403,225,3,4,16,95.0,0
83,403,225,3,4,16,95.0,0
23,403,225,3,4,16,95.0,0
111,403,225,3,4,16,95.0,0
111,403,225,3,4,16,95.0,0
183,403,225,3,4,16,95.0,0
21,403,225,3,4,16,95.0,0
161,403,63,3,4,15,64.0,0
167,403,20,3,4,15,70.0,0
115,295,15,3,4,13,60.0,1
108,35,203,3,4,7,30.0,0
227,246,8,3,4,2,106.0,0
222,365,132,3,4,7,15.0,1
97,365,132,3,4,7,15.0,1
137,270,292,3,4,7,60.0,0
52,384,185,3,4,12,195.0,0
10,381,207,3,4,7,31.0,0
108,35,369,3,4,7,80.0,0
94,432,13,3,4,11,95.0,0
161,242,63,3,4,15,72.0,1
57,196,384,3,4,1,90.0,0
14,70,97,3,4,7,80.0,0
129,70,97,3,4,7,80.0,0
77,70,97,3,4,7,80.0,0
155,401,179,3,4,13,65.0,1
214,401,179,3,4,13,65.0,1
206,401,179,3,4,13,65.0,1
201,401,179,3,4,13,65.0,1
183,401,179,3,4,13,65.0,1
168,401,179,3,4,13,65.0,1
166,401,179,3,4,13,65.0,1
146,401,179,3,4,13,65.0,1
128,401,179,3,4,13,65.0,1
106,401,179,3,4,13,65.0,1
99,401,179,3,4,13,65.0,1
86,401,179,3,4,13,65.0,1
59,401,179,3,4,13,65.0,1
15,264,166,3,4,9,45.0,0
182,155,387,3,4,14,155.0,0
222,368,120,3,4,14,135.0,0
102,368,386,3,4,14,110.0,1
66,368,386,3,4,14,110.0,1
127,368,386,3,4,14,110.0,1
211,89,355,3,4,12,65.0,0
211,412,64,3,4,12,55.0,1
40,447,210,3,4,1,90.0,0
32,267,280,3,4,13,106.0,0
227,191,280,3,4,13,2.0,1
227,362,9,3,4,0,31.0,1
116,161,186,3,4,14,105.0,0
117,161,267,3,4,14,80.0,0
116,161,178,3,4,14,85.0,0
116,161,21,3,4,14,95.0,0
202,333,328,3,4,12,175.0,0
12,211,45,3,4,9,75.0,0
81,30,45,3,4,8,120.0,0
216,380,185,3,4,14,75.0,0
175,380,185,3,4,14,75.0,0
23,380,185,3,4,14,75.0,0
146,380,185,3,4,14,75.0,0
21,380,185,3,4,14,75.0,0
167,1,48,3,4,16,130.0,0
52,235,185,3,4,13,65.0,0
181,37,250,3,4,14,110.0,0
179,37,250,3,4,14,110.0,0
141,37,250,3,4,14,110.0,0
227,265,281,3,4,2,107.0,0
163,197,155,3,4,8,50.0,0
116,318,125,3,4,14,95.0,0
227,238,252,3,4,0,34.0,1
175,208,0,3,4,9,35.0,1
227,130,63,3,4,15,129.0,1
85,134,167,3,4,8,85.0,0
17,134,167,3,4,8,85.0,0
52,200,185,3,4,12,220.0,1
20,369,294,3,4,14,105.0,0
86,369,294,3,4,14,105.0,0
128,369,294,3,4,14,105.0,0
222,369,294,3,4,14,105.0,0
116,161,147,3,4,14,65.0,0
116,188,125,3,4,14,70.0,0
47,244,25,3,4,7,140.0,0
19,244,25,3,4,7,140.0,0
224,244,25,3,4,7,140.0,0
48,244,25,3,4,7,140.0,0
1,244,25,3,4,7,140.0,0
175,244,25,3,4,7,135.0,0
201,134,368,3,4,8,85.0,0
183,134,368,3,4,8,85.0,0
141,134,368,3,4,8,85.0,0
17,134,368,3,4,8,85.0,0
182,227,120,3,4,14,140.0,0
166,227,120,3,4,14,140.0,0
67,227,324,3,4,14,80.0,0
66,227,324,3,4,14,80.0,0
222,227,324,3,4,14,80.0,0
127,227,324,3,4,14,80.0,0
140,227,324,3,4,14,80.0,0
64,227,324,3,4,14,80.0,0
68,227,324,3,4,14,80.0,0
129,227,120,3,4,14,130.0,0
222,227,120,3,4,14,130.0,0
182,227,120,3,4,14,130.0,0
140,227,50,3,4,14,125.0,0
67,227,50,3,4,14,125.0,0
118,254,174,3,4,7,215.0,0
202,77,76,3,4,12,80.0,0
202,106,283,3,4,12,85.0,0
227,60,206,3,4,2,49.0,0
172,302,184,3,4,14,70.0,0
123,408,251,3,4,13,265.0,0
141,134,393,3,4,8,55.0,0
33,134,393,3,4,8,55.0,0
183,465,39,3,4,9,75.0,0
194,465,39,3,4,9,75.0,0
208,465,368,3,4,8,80.0,0
201,465,368,3,4,8,80.0,0
194,465,368,3,4,8,80.0,0
182,73,386,3,4,12,160.0,0
66,73,386,3,4,12,160.0,0
67,73,386,3,4,12,160.0,0
20,450,318,3,4,14,115.0,0
86,450,318,3,4,14,115.0,0
127,450,318,3,4,14,115.0,0
222,450,318,3,4,14,115.0,0
215,32,145,3,4,11,75.0,1
116,32,145,3,4,11,75.0,1
213,220,343,3,4,12,85.0,0
227,345,103,3,4,3,60.0,1
66,316,324,3,4,12,115.0,0
222,316,324,3,4,12,115.0,0
127,316,324,3,4,12,115.0,0
67,316,324,3,4,12,115.0,0
64,316,324,3,4,12,115.0,0
68,316,324,3,4,12,115.0,0
140,316,324,3,4,11,100.0,1
64,316,324,3,4,11,100.0,1
179,316,324,3,4,11,100.0,1
131,376,320,3,4,14,155.0,0
140,376,320,3,4,14,155.0,0
179,376,320,3,4,14,155.0,0
64,376,320,3,4,14,155.0,0
181,376,320,3,4,14,155.0,0
19,376,320,3,4,14,155.0,0
66,376,126,3,4,14,155.0,0
222,376,126,3,4,14,155.0,0
127,376,126,3,4,14,155.0,0
140,376,126,3,4,14,155.0,0
116,161,59,3,4,14,90.0,0
116,188,251,3,4,14,85.0,0
123,79,251,3,4,14,100.0,0
5,372,394,3,4,8,285.0,0
116,161,136,3,4,14,85.0,0
167,421,37,3,4,17,100.0,0
183,403,37,3,4,16,90.0,0
167,53,239,3,4,15,120.0,0
202,106,131,3,4,12,85.0,0
167,268,137,3,4,16,80.0,0
66,268,37,3,4,16,140.0,0
83,268,37,3,4,16,140.0,0
23,268,37,3,4,16,140.0,0
37,268,344,3,4,16,90.0,0
65,268,344,3,4,16,90.0,0
188,268,344,3,4,16,90.0,0
23,268,344,3,4,16,90.0,0
167,268,74,3,4,15,70.0,0
20,43,105,3,4,7,55.0,0
116,295,125,3,4,14,145.0,0
150,259,224,3,4,6,135.0,1
116,137,59,3,4,14,135.0,0
51,280,231,3,4,3,162.0,0
116,161,159,3,4,14,110.0,0
66,370,28,3,4,12,130.0,0
125,38,60,3,4,14,160.0,0
222,38,60,3,4,14,160.0,0
68,38,60,3,4,14,160.0,0
128,38,102,3,4,14,180.0,0
222,73,189,3,4,13,85.0,0
69,73,189,3,4,13,85.0,0
182,73,189,3,4,13,85.0,0
217,121,132,3,4,7,90.0,0
108,121,132,3,4,7,90.0,0
39,121,132,3,4,7,90.0,0
149,121,39,3,4,7,135.0,0
108,121,39,3,4,7,135.0,0
149,121,132,3,4,7,100.0,0
108,121,132,3,4,7,100.0,0
54,121,132,3,4,7,100.0,0
149,121,98,3,4,7,130.0,0
108,121,98,3,4,7,130.0,0
181,73,320,3,4,11,150.0,0
167,63,344,3,4,15,55.0,0
167,403,48,3,4,16,55.0,0
65,403,225,3,4,15,95.0,0
37,403,225,3,4,15,95.0,0
66,403,225,3,4,15,95.0,0
111,403,225,3,4,15,95.0,0
23,403,225,3,4,15,95.0,0
83,403,225,3,4,15,95.0,0
167,403,291,3,4,15,65.0,0
167,403,354,3,4,15,65.0,0
167,403,78,3,4,15,65.0,0
12,287,1,3,4,10,120.0,0
116,188,246,3,4,14,130.0,0
116,137,125,3,4,14,105.0,0
158,187,393,3,4,7,120.0,0
99,187,393,3,4,7,120.0,0
111,187,393,3,4,7,120.0,0
208,187,98,3,4,7,100.0,0
99,187,98,3,4,7,100.0,0
110,187,98,3,4,7,100.0,0
44,462,371,3,4,15,40.0,0
54,168,108,3,4,6,160.0,0
130,366,164,3,4,14,120.0,0
34,366,251,3,4,13,176.0,0
65,401,179,3,4,13,65.0,1
78,401,179,3,4,13,65.0,1
54,401,179,3,4,13,65.0,1
89,401,179,3,4,13,65.0,1
227,266,222,3,4,0,57.0,0
206,127,88,3,4,8,75.0,0
52,331,328,3,4,13,85.0,0
162,380,259,3,4,13,235.0,0
23,380,259,3,4,13,235.0,0
214,380,355,3,4,13,65.0,0
216,380,355,3,4,13,65.0,0
23,380,355,3,4,13,65.0,0
21,380,355,3,4,13,65.0,0
115,454,159,3,4,13,35.0,1
30,377,185,3,4,12,170.0,0
30,221,325,3,4,13,65.0,0
167,339,2,3,4,14,50.0,0
227,109,240,3,4,16,54.0,0
227,284,354,3,4,17,33.0,0
167,332,276,3,4,14,110.0,1
116,79,125,3,4,14,100.0,0
116,223,125,3,4,13,100.0,0
78,367,348,3,4,12,60.0,0
86,162,28,3,4,14,160.0,0
222,162,28,3,4,14,160.0,0
69,162,28,3,4,14,160.0,0
68,162,28,3,4,14,160.0,0
129,162,120,3,4,14,135.0,0
222,162,120,3,4,14,135.0,0
182,162,120,3,4,14,135.0,0
181,162,320,3,4,14,140.0,0
179,162,320,3,4,14,140.0,0
181,162,27,3,4,14,145.0,0
179,162,27,3,4,14,145.0,0
82,162,27,3,4,14,145.0,0
17,162,27,3,4,14,145.0,0
68,370,386,3,4,12,110.0,0
102,370,386,3,4,12,110.0,0
182,370,386,3,4,12,110.0,0
67,370,386,3,4,12,110.0,0
87,160,85,3,4,7,150.0,0
135,57,375,3,4,0,72.0,1
182,155,189,3,4,13,150.0,0
181,155,27,3,4,13,200.0,0
66,155,60,3,4,13,120.0,0
169,155,60,3,4,13,120.0,0
222,155,60,3,4,13,120.0,0
67,155,60,3,4,13,120.0,0
64,155,60,3,4,13,120.0,0
68,155,60,3,4,13,120.0,0
183,380,355,3,4,13,75.0,0
17,380,355,3,4,13,75.0,0
208,149,57,3,4,6,78.0,0
67,368,386,3,4,14,110.0,1
68,368,386,3,4,14,110.0,1
182,368,386,3,4,14,110.0,1
66,368,60,3,4,14,160.0,0
222,368,27,3,4,14,135.0,0
127,368,27,3,4,14,135.0,0
182,368,27,3,4,14,135.0,0
116,368,125,3,4,12,245.0,0
208,392,71,3,4,5,109.0,0
208,10,71,3,4,5,98.0,0
130,249,305,3,4,0,90.0,0
181,316,27,3,4,9,230.0,0
124,214,19,3,4,14,65.0,0
120,118,214,3,4,6,350.0,0
66,38,196,3,4,14,140.0,0
66,73,28,3,4,11,160.0,0
68,38,102,3,4,14,180.0,0
102,38,102,3,4,14,180.0,0
182,38,102,3,4,14,180.0,0
66,38,102,3,4,14,180.0,0
127,38,102,3,4,14,180.0,0
67,38,102,3,4,14,180.0,0
222,38,387,3,4,14,135.0,0
69,38,387,3,4,14,135.0,0
86,38,387,3,4,14,135.0,0
41,272,4,3,4,2,145.0,0
52,307,185,3,4,13,190.0,0
94,26,322,3,4,10,60.0,0
115,202,389,3,4,13,40.0,1
176,21,92,3,4,0,185.0,0
219,13,364,3,4,6,58.0,0
87,160,181,3,4,7,255.0,0
202,106,131,3,4,10,85.0,1
181,316,324,3,4,11,100.0,1
19,316,324,3,4,11,100.0,1
67,376,126,3,4,14,155.0,0
64,376,126,3,4,14,155.0,0
68,376,126,3,4,14,155.0,0
181,376,27,3,4,13,165.0,0
34,376,27,3,4,13,165.0,0
66,376,27,3,4,13,165.0,0
222,376,27,3,4,13,165.0,0
127,376,27,3,4,13,165.0,0
67,376,27,3,4,13,165.0,0
64,376,27,3,4,13,165.0,0
68,376,27,3,4,13,165.0,0
182,376,28,3,4,13,165.0,0
88,241,384,3,4,0,73.0,0
123,410,251,3,4,13,90.0,0
123,299,223,3,4,14,110.0,0
123,299,59,3,4,14,110.0,0
167,154,344,3,4,14,80.0,0
167,403,63,3,4,15,75.0,0
167,403,10,3,4,15,80.0,0
208,208,98,3,4,8,100.0,0
183,208,98,3,4,8,100.0,0
34,208,98,3,4,8,100.0,0
17,208,98,3,4,8,100.0,0
1,208,98,3,4,8,100.0,0
226,123,91,3,4,7,30.0,1
213,76,343,3,4,11,85.0,0
167,61,140,3,4,15,110.0,0
167,61,363,3,4,14,55.0,0
115,137,389,3,4,13,70.0,0
66,369,386,3,4,13,130.0,0
222,369,314,3,4,13,185.0,0
66,369,314,3,4,13,185.0,0
180,369,314,3,4,13,185.0,0
1,25,333,3,4,7,50.0,0
208,134,313,3,4,7,70.0,0
201,134,313,3,4,7,70.0,0
34,134,313,3,4,7,70.0,0
199,244,25,3,4,7,135.0,0
77,244,25,3,4,7,135.0,0
33,244,25,3,4,7,135.0,0
8,244,25,3,4,7,135.0,0
48,244,25,3,4,7,135.0,0
67,80,386,3,4,14,155.0,0
66,80,386,3,4,14,155.0,0
222,80,386,3,4,14,155.0,0
64,80,386,3,4,14,155.0,0
68,80,386,3,4,14,155.0,0
223,253,156,3,4,7,240.0,0
181,73,49,3,4,13,220.0,0
149,121,199,3,4,9,90.0,0
217,121,199,3,4,9,90.0,0
168,121,199,3,4,9,90.0,0
49,330,330,3,4,11,60.0,1
77,365,132,3,4,7,15.0,1
222,365,200,3,4,7,135.0,0
99,365,200,3,4,7,135.0,0
77,365,200,3,4,7,135.0,0
39,365,25,3,4,7,165.0,0
116,365,25,3,4,7,165.0,0
133,365,25,3,4,7,165.0,0
111,365,98,3,4,7,85.0,0
211,412,64,3,4,12,55.0,0
65,70,97,3,4,7,80.0,0
8,70,97,3,4,7,80.0,0
215,70,132,3,4,7,25.0,1
203,227,250,3,4,13,195.0,0
19,227,250,3,4,13,195.0,0
181,227,250,3,4,13,195.0,0
222,227,387,3,4,13,125.0,0
182,227,387,3,4,13,125.0,0
67,227,387,3,4,13,125.0,0
181,227,250,3,4,13,170.0,0
203,227,250,3,4,13,170.0,0
67,227,250,3,4,13,170.0,0
19,227,250,3,4,13,170.0,0
222,227,294,3,4,13,230.0,0
182,227,28,3,4,13,205.0,0
208,358,305,3,4,6,133.0,0
65,403,37,3,4,15,95.0,0
37,403,37,3,4,15,95.0,0
217,35,79,3,4,7,95.0,0
3,35,79,3,4,7,95.0,0
39,35,79,3,4,7,95.0,0
183,53,344,3,4,17,95.0,0
34,53,344,3,4,17,95.0,0
167,53,48,3,4,16,110.0,0
73,308,83,3,4,14,160.0,0
4,408,54,3,4,13,205.0,0
208,101,57,3,4,7,35.0,0
219,436,364,3,4,8,100.0,0
89,13,364,3,4,6,58.0,0
208,100,57,3,4,6,98.0,0
19,193,358,3,4,15,100.0,0
203,193,358,3,4,15,100.0,0
67,193,358,3,4,15,100.0,0
181,193,358,3,4,15,100.0,0
216,401,328,3,4,12,215.0,0
175,401,328,3,4,12,215.0,0
50,401,328,3,4,12,215.0,0
23,401,328,3,4,12,215.0,0
201,401,320,3,4,12,235.0,0
19,401,320,3,4,12,235.0,0
52,218,356,3,4,12,55.0,0
59,465,368,3,4,8,80.0,0
17,465,368,3,4,8,80.0,0
203,73,386,3,4,11,185.0,0
67,73,386,3,4,11,185.0,0
19,73,386,3,4,11,185.0,0
181,73,386,3,4,11,185.0,0
167,130,225,3,4,17,42.0,0
203,450,151,3,4,14,140.0,0
67,450,151,3,4,14,140.0,0
19,450,151,3,4,14,140.0,0
181,450,151,3,4,14,140.0,0
127,450,317,3,4,13,120.0,0
222,450,317,3,4,13,120.0,0
202,333,76,3,4,12,80.0,0
52,106,185,3,4,11,195.0,0
83,268,344,3,4,16,90.0,0
183,268,344,3,4,16,85.0,0
167,268,48,3,4,14,80.0,0
208,78,130,3,4,7,182.0,0
208,78,201,3,4,7,171.0,0
208,78,6,3,4,7,149.0,0
208,78,117,3,4,6,178.0,0
208,78,118,3,4,6,177.0,0
208,78,107,3,4,6,58.0,0
179,37,67,3,4,15,70.0,0
116,95,125,3,4,13,235.0,0
60,417,119,3,4,14,40.0,0
86,451,28,3,4,14,115.0,0
222,451,28,3,4,14,115.0,0
69,451,28,3,4,14,115.0,0
67,451,126,3,4,13,145.0,0
182,451,129,3,4,13,190.0,0
68,451,386,3,4,13,160.0,0
102,451,386,3,4,13,160.0,0
182,451,386,3,4,13,160.0,0
66,451,386,3,4,13,160.0,0
127,451,386,3,4,13,160.0,0
67,451,386,3,4,13,160.0,0
20,451,318,3,4,13,145.0,0
86,451,318,3,4,13,145.0,0
128,451,318,3,4,13,145.0,0
166,451,318,3,4,13,145.0,0
222,451,318,3,4,13,145.0,0
181,451,27,3,4,13,165.0,0
208,451,27,3,4,13,165.0,0
179,451,27,3,4,13,165.0,0
23,451,27,3,4,13,165.0,0
222,451,294,3,4,13,120.0,0
202,220,76,3,4,11,80.0,0
105,158,266,3,4,13,40.0,0
115,321,246,3,4,12,50.0,1
115,461,246,3,4,12,45.0,1
208,352,57,3,4,8,100.0,0
116,295,125,3,4,13,145.0,0
214,35,97,3,4,7,160.0,1
86,35,97,3,4,7,160.0,1
65,35,97,3,4,7,160.0,1
8,35,97,3,4,7,160.0,1
48,35,97,3,4,7,160.0,1
142,35,200,3,4,7,145.0,0
86,35,200,3,4,7,145.0,0
33,35,200,3,4,7,145.0,0
8,35,200,3,4,7,145.0,0
48,35,200,3,4,7,145.0,0
145,97,58,3,4,7,60.0,0
66,365,98,3,4,7,85.0,0
222,365,98,3,4,7,85.0,0
182,155,390,3,4,14,120.0,0
208,273,109,3,4,6,119.0,0
29,457,314,3,4,13,155.0,0
26,366,251,3,4,13,160.0,0
190,393,237,3,4,1,91.0,0
208,375,109,3,4,7,83.0,0
90,221,355,3,4,13,45.0,0
155,221,328,3,4,13,75.0,1
183,221,328,3,4,13,75.0,1
168,221,328,3,4,13,75.0,1
166,221,328,3,4,13,75.0,1
22,221,328,3,4,13,75.0,1
92,221,328,3,4,13,75.0,1
89,221,328,3,4,13,75.0,1
206,221,343,3,4,13,70.0,0
146,221,343,3,4,13,70.0,0
141,221,343,3,4,13,70.0,0
99,221,343,3,4,13,70.0,0
116,175,125,3,4,13,85.0,0
116,374,125,3,4,13,70.0,0
116,161,246,3,4,13,160.0,0
116,161,101,3,4,13,110.0,0
116,161,177,3,4,13,100.0,0
208,293,109,3,4,6,125.0,0
182,73,104,3,4,14,80.0,0
66,73,104,3,4,14,80.0,0
222,73,104,3,4,14,80.0,0
68,73,104,3,4,14,80.0,0
140,162,386,3,4,13,90.0,0
68,162,386,3,4,13,90.0,0
102,162,386,3,4,13,90.0,0
182,162,386,3,4,13,90.0,0
66,162,386,3,4,13,90.0,0
127,162,386,3,4,13,90.0,0
67,162,386,3,4,13,90.0,0
102,162,189,3,4,13,200.0,0
127,162,189,3,4,13,200.0,0
140,162,189,3,4,13,200.0,0
67,162,189,3,4,13,200.0,0
68,162,189,3,4,13,200.0,0
182,162,189,3,4,13,200.0,0
140,162,319,3,4,13,165.0,0
68,162,319,3,4,13,165.0,0
182,162,120,3,4,13,140.0,0
182,162,320,3,4,13,150.0,0
182,162,28,3,4,13,140.0,0
222,162,324,3,4,13,170.0,1
182,162,324,3,4,13,170.0,1
181,162,324,3,4,13,190.0,0
179,162,324,3,4,13,190.0,0
181,162,27,3,4,13,145.0,0
179,162,27,3,4,13,145.0,0
17,162,27,3,4,13,145.0,0
179,162,320,3,4,12,140.0,0
127,162,320,3,4,12,140.0,0
19,162,320,3,4,12,140.0,0
66,403,37,3,4,15,95.0,0
23,403,37,3,4,15,95.0,0
83,403,37,3,4,15,95.0,0
167,248,37,3,4,14,125.0,0
116,161,265,3,4,13,95.0,0
149,121,52,3,4,7,120.0,0
108,121,52,3,4,7,120.0,0
149,121,79,3,4,7,110.0,0
108,121,79,3,4,7,110.0,0
149,121,203,3,4,7,70.0,0
108,121,203,3,4,7,70.0,0
61,132,347,3,4,12,80.0,0
167,237,344,3,4,15,105.0,0
182,371,189,3,4,13,150.0,0
127,371,317,3,4,13,135.0,1
222,371,317,3,4,13,135.0,1
182,371,317,3,4,13,135.0,1
182,371,28,3,4,13,195.0,0
181,371,27,3,4,13,210.0,0
167,448,225,3,4,16,105.0,0
76,165,77,3,4,7,270.0,0
86,376,28,3,4,13,145.0,0
222,376,28,3,4,13,145.0,0
69,376,28,3,4,13,145.0,0
68,376,28,3,4,13,145.0,0
20,376,318,3,4,13,180.0,0
86,376,318,3,4,13,180.0,0
166,376,318,3,4,13,180.0,0
222,376,318,3,4,13,180.0,0
182,376,318,3,4,13,180.0,0
181,376,320,3,4,13,150.0,0
66,376,151,3,4,13,120.0,0
66,376,320,3,4,13,140.0,0
222,376,320,3,4,13,140.0,0
127,376,320,3,4,13,140.0,0
140,376,320,3,4,13,140.0,0
64,376,320,3,4,13,140.0,0
68,376,320,3,4,13,140.0,0
227,455,35,3,4,15,24.0,1
34,299,67,3,4,13,142.0,0
95,65,269,3,4,13,125.0,0
86,298,28,3,4,14,130.0,0
222,298,28,3,4,14,130.0,0
181,369,189,3,4,13,200.0,0
181,369,324,3,4,13,200.0,0
23,369,324,3,4,13,200.0,0
66,369,324,3,4,13,195.0,0
222,369,324,3,4,13,195.0,0
127,369,324,3,4,13,195.0,0
140,369,324,3,4,13,195.0,0
116,161,147,3,4,13,65.0,0
68,138,317,3,4,15,80.0,0
102,138,317,3,4,15,80.0,0
182,138,317,3,4,15,80.0,0
66,138,317,3,4,15,80.0,0
127,138,317,3,4,15,80.0,0
67,138,317,3,4,15,80.0,0
29,457,314,3,4,12,155.0,0
181,80,27,3,4,13,155.0,0
179,80,27,3,4,13,155.0,0
68,80,102,3,4,13,145.0,0
102,80,102,3,4,13,145.0,0
182,80,102,3,4,13,145.0,0
127,80,102,3,4,13,145.0,0
67,80,102,3,4,13,145.0,0
63,351,287,3,4,0,30.0,0
208,182,255,3,4,7,129.0,0
94,431,13,3,4,9,255.0,0
116,22,125,3,4,13,110.0,0
155,401,179,3,4,12,65.0,0
214,401,179,3,4,12,65.0,0
206,401,179,3,4,12,65.0,0
201,401,179,3,4,12,65.0,0
183,401,179,3,4,12,65.0,0
168,401,179,3,4,12,65.0,0
166,401,179,3,4,12,65.0,0
146,401,179,3,4,12,65.0,0
194,401,179,3,4,12,65.0,0
128,401,179,3,4,12,65.0,0
13,401,179,3,4,12,65.0,0
106,401,179,3,4,12,65.0,0
99,401,179,3,4,12,65.0,0
86,401,179,3,4,12,65.0,0
65,401,179,3,4,12,65.0,0
121,135,132,3,4,7,70.0,0
222,155,387,3,4,13,155.0,0
66,155,317,3,4,13,135.0,0
182,155,324,3,4,13,145.0,0
